reg_ymdhms,vds_id,tr_vol,trvl_spd,trvl_tm
20230406093500,VDS0022,295.0,58.8,25.0
20230406094000,VDS0022,290.0,57.7,25.0
20230406094500,VDS0022,297.0,53.4,27.0
20230406095000,VDS0022,292.0,56.0,26.0
20230406095500,VDS0022,287.0,59.3,25.0
20230406100000,VDS0022,264.0,55.1,27.0
20230406100500,VDS0022,256.0,58.2,25.0
20230406101000,VDS0022,247.0,54.8,27.0
20230406101500,VDS0022,234.0,55.3,26.0
20230406102000,VDS0022,250.0,59.4,25.0
20230406102500,VDS0022,257.0,56.5,26.0
20230406103000,VDS0022,243.0,57.2,26.0
20230406103500,VDS0022,244.0,58.7,25.0
20230406104000,VDS0022,259.0,53.7,27.0
20230406104500,VDS0022,260.0,52.6,28.0
20230406105000,VDS0022,224.0,59.5,25.0
20230406105500,VDS0022,237.0,59.3,25.0
20230406110000,VDS0022,225.0,53.3,27.0
20230406110500,VDS0022,236.0,55.6,26.0
20230406111000,VDS0022,250.0,60.5,24.0
20230406111500,VDS0022,255.0,58.0,25.0
20230406112000,VDS0022,254.0,56.8,26.0
20230406112500,VDS0022,242.0,57.9,25.0
20230406113000,VDS0022,258.0,55.7,26.0
20230406113500,VDS0022,269.0,51.7,28.0
20230406114000,VDS0022,223.0,53.6,27.0
20230406114500,VDS0022,254.0,54.8,27.0
20230406115000,VDS0022,245.0,57.4,26.0
20230406115500,VDS0022,222.0,54.8,27.0
20230406120000,VDS0022,218.0,52.9,28.0
20230406120500,VDS0022,249.0,57.2,26.0
20230406121000,VDS0022,226.0,52.2,28.0
20230406121500,VDS0022,196.0,55.4,26.0
20230406122000,VDS0022,179.0,48.9,30.0
20230406122500,VDS0022,184.0,55.6,26.0
20230406123000,VDS0022,217.0,53.6,27.0
20230406123500,VDS0022,257.0,61.7,24.0
20230406124000,VDS0022,206.0,58.2,25.0
20230406124500,VDS0022,216.0,58.0,25.0
20230406125000,VDS0022,231.0,54.7,27.0
20230406125500,VDS0022,219.0,56.9,26.0
20230406130000,VDS0022,171.0,67.4,22.0
20230406130500,VDS0022,195.0,54.9,27.0
20230406131000,VDS0022,229.0,57.9,25.0
20230406131500,VDS0022,247.0,55.7,26.0
20230406132000,VDS0022,263.0,54.1,27.0
20230406132500,VDS0022,121.0,58.6,25.0
20230406133000,VDS0022,241.0,54.4,27.0
20230406133500,VDS0022,240.0,58.2,25.0
20230406134000,VDS0022,230.0,58.2,25.0
20230406134500,VDS0022,221.0,54.4,27.0
20230406135000,VDS0022,237.0,57.1,26.0
20230406135500,VDS0022,241.0,57.7,25.0
20230406140000,VDS0022,252.0,55.7,26.0
20230406140500,VDS0022,236.0,59.1,25.0
20230406141000,VDS0022,239.0,56.3,26.0
20230406141500,VDS0022,224.0,56.7,26.0
20230406142000,VDS0022,209.0,57.3,26.0
20230406142500,VDS0022,226.0,52.8,28.0
20230406143000,VDS0022,221.0,56.6,26.0
20230406143500,VDS0022,238.0,53.2,28.0
20230406144000,VDS0022,241.0,56.7,26.0
20230406144500,VDS0022,237.0,54.7,27.0
20230406145000,VDS0022,244.0,55.9,26.0
20230406145500,VDS0022,248.0,58.8,25.0
20230406150000,VDS0022,195.0,60.6,24.0
20230406150500,VDS0022,213.0,59.7,25.0
20230406151000,VDS0022,251.0,56.6,26.0
20230406151500,VDS0022,264.0,57.5,25.0
20230406152000,VDS0022,267.0,52.4,28.0
20230406152500,VDS0022,220.0,62.4,23.0
20230406153000,VDS0022,267.0,56.8,26.0
20230406153500,VDS0022,201.0,58.9,25.0
20230406154000,VDS0022,246.0,58.6,25.0
20230406154500,VDS0022,240.0,61.7,24.0
20230406155000,VDS0022,240.0,52.8,28.0
20230406155500,VDS0022,268.0,56.3,26.0
20230406160000,VDS0022,258.0,55.7,26.0
20230406160500,VDS0022,258.0,52.4,28.0
20230406161000,VDS0022,226.0,56.0,26.0
20230406161500,VDS0022,259.0,54.9,27.0
20230406162000,VDS0022,251.0,57.8,25.0
20230406162500,VDS0022,231.0,54.6,27.0
20230406163000,VDS0022,264.0,59.8,25.0
20230406163500,VDS0022,277.0,49.7,29.0
20230406164000,VDS0022,301.0,54.9,27.0
20230406164500,VDS0022,297.0,55.0,27.0
20230406165000,VDS0022,274.0,54.6,27.0
20230406165500,VDS0022,271.0,54.0,27.0
20230406170000,VDS0022,237.0,57.3,26.0
20230406170500,VDS0022,276.0,50.1,29.0
20230406171000,VDS0022,248.0,54.7,27.0
20230406171500,VDS0022,280.0,56.6,26.0
20230406172000,VDS0022,305.0,56.4,26.0
20230406172500,VDS0022,257.0,49.6,30.0
20230406173000,VDS0022,249.0,53.8,27.0
20230406173500,VDS0022,267.0,52.7,28.0
20230406174000,VDS0022,311.0,54.0,27.0
20230406174500,VDS0022,271.0,49.5,30.0
20230406175000,VDS0022,232.0,54.1,27.0
20230406175500,VDS0022,249.0,55.5,26.0
20230406180000,VDS0022,289.0,52.1,28.0
20230406180500,VDS0022,283.0,58.8,25.0
20230406181000,VDS0022,266.0,54.2,27.0
20230406181500,VDS0022,247.0,57.7,25.0
20230406182000,VDS0022,308.0,52.3,28.0
20230406182500,VDS0022,299.0,52.9,28.0
20230406183000,VDS0022,270.0,52.3,28.0
20230406183500,VDS0022,267.0,43.9,33.0
20230406184000,VDS0022,297.0,52.3,28.0
20230406184500,VDS0022,310.0,53.8,27.0
20230406185000,VDS0022,270.0,55.4,26.0
20230406185500,VDS0022,245.0,56.8,26.0
20230406190000,VDS0022,237.0,51.6,28.0
20230406190500,VDS0022,243.0,51.5,28.0
20230406191000,VDS0022,208.0,56.3,26.0
20230406191500,VDS0022,194.0,58.7,25.0
20230406192000,VDS0022,180.0,57.6,25.0
20230406192500,VDS0022,182.0,57.1,26.0
20230406193000,VDS0022,169.0,58.6,25.0
20230406193500,VDS0022,169.0,62.9,23.0
20230406194000,VDS0022,157.0,58.5,25.0
20230406194500,VDS0022,173.0,58.8,25.0
20230406195000,VDS0022,199.0,54.9,27.0
20230406195500,VDS0022,161.0,57.0,26.0
20230406200000,VDS0022,166.0,59.8,25.0
20230406200500,VDS0022,162.0,59.6,25.0
20230406201000,VDS0022,186.0,62.3,24.0
20230406201500,VDS0022,147.0,50.7,29.0
20230406202000,VDS0022,173.0,55.0,27.0
20230406202500,VDS0022,124.0,57.2,26.0
20230406203000,VDS0022,194.0,53.3,27.0
20230406203500,VDS0022,198.0,55.6,26.0
20230406204000,VDS0022,160.0,56.8,26.0
20230406204500,VDS0022,151.0,48.6,30.0
20230406205000,VDS0022,191.0,45.4,32.0
20230406205500,VDS0022,171.0,54.4,27.0
20230406210000,VDS0022,176.0,54.4,27.0
20230406210500,VDS0022,136.0,56.7,26.0
20230406211000,VDS0022,172.0,55.3,26.0
20230406211500,VDS0022,163.0,54.0,27.0
20230406212000,VDS0022,141.0,66.0,22.0
20230406212500,VDS0022,177.0,55.0,27.0
20230406213000,VDS0022,157.0,53.8,27.0
20230406213500,VDS0022,147.0,51.4,29.0
20230406214000,VDS0022,174.0,51.9,28.0
20230406214500,VDS0022,163.0,56.5,26.0
20230406215000,VDS0022,128.0,55.5,26.0
20230406215500,VDS0022,133.0,57.7,25.0
20230406220000,VDS0022,139.0,57.5,25.0
20230406220500,VDS0022,151.0,58.3,25.0
20230406221000,VDS0022,134.0,59.2,25.0
20230406221500,VDS0022,155.0,54.4,27.0
20230406222000,VDS0022,139.0,56.4,26.0
20230406222500,VDS0022,130.0,56.9,26.0
20230406223000,VDS0022,126.0,58.1,25.0
20230406223500,VDS0022,113.0,55.7,26.0
20230406224000,VDS0022,101.0,57.1,26.0
20230406224500,VDS0022,117.0,60.0,24.0
20230406225000,VDS0022,103.0,61.2,24.0
20230406225500,VDS0022,100.0,65.0,23.0
20230406230000,VDS0022,81.0,60.9,24.0
20230406230500,VDS0022,91.0,65.0,23.0
20230406231000,VDS0022,71.0,56.8,26.0
20230406231500,VDS0022,84.0,65.1,23.0
20230406232000,VDS0022,100.0,62.1,24.0
20230406232500,VDS0022,85.0,62.6,23.0
20230406233000,VDS0022,67.0,71.2,21.0
20230406233500,VDS0022,70.0,72.6,20.0
20230406234000,VDS0022,68.0,72.6,20.0
20230406234500,VDS0022,64.0,70.6,21.0
20230406235000,VDS0022,61.0,70.8,21.0
20230406235500,VDS0022,52.0,71.0,21.0
20230406000000,VDS0023,85.0,58.0,25.0
20230406000500,VDS0023,74.0,61.0,24.0
20230406001000,VDS0023,67.0,59.8,25.0
20230406001500,VDS0023,85.0,62.2,24.0
20230406002000,VDS0023,65.0,62.4,24.0
20230406002500,VDS0023,59.0,62.3,24.0
20230406003000,VDS0023,41.0,62.8,24.0
20230406003500,VDS0023,50.0,65.4,23.0
20230406004000,VDS0023,46.0,61.6,24.0
20230406004500,VDS0023,56.0,62.5,24.0
20230406005000,VDS0023,38.0,61.8,24.0
20230406005500,VDS0023,48.0,64.5,23.0
20230406010000,VDS0023,50.0,63.8,23.0
20230406010500,VDS0023,39.0,61.7,24.0
20230406011000,VDS0023,42.0,63.0,23.0
20230406011500,VDS0023,43.0,71.5,21.0
20230406012000,VDS0023,28.0,69.9,21.0
20230406012500,VDS0023,54.0,67.5,22.0
20230406013000,VDS0023,38.0,63.2,23.0
20230406013500,VDS0023,31.0,60.7,24.0
20230406014000,VDS0023,28.0,62.1,24.0
20230406014500,VDS0023,38.0,62.2,24.0
20230406015000,VDS0023,37.0,64.5,23.0
20230406015500,VDS0023,45.0,61.5,24.0
20230406020000,VDS0023,25.0,61.2,24.0
20230406020500,VDS0023,35.0,60.1,25.0
20230406021000,VDS0023,33.0,62.6,24.0
20230406021500,VDS0023,33.0,57.2,26.0
20230406022000,VDS0023,27.0,64.6,23.0
20230406022500,VDS0023,21.0,58.8,25.0
20230406023000,VDS0023,26.0,65.3,23.0
20230406023500,VDS0023,19.0,59.9,25.0
20230406024000,VDS0023,31.0,59.0,25.0
20230406024500,VDS0023,28.0,64.6,23.0
20230406025000,VDS0023,26.0,67.8,22.0
20230406025500,VDS0023,23.0,66.2,22.0
20230406030000,VDS0023,17.0,60.1,25.0
20230406030500,VDS0023,19.0,65.8,22.0
20230406031000,VDS0023,18.0,62.6,24.0
20230406031500,VDS0023,67.0,61.5,24.0
20230406032000,VDS0023,21.0,57.2,26.0
20230406032500,VDS0023,31.0,58.8,25.0
20230406033000,VDS0023,29.0,58.8,25.0
20230406033500,VDS0023,25.0,58.3,25.0
20230406034000,VDS0023,24.0,57.5,26.0
20230406034500,VDS0023,24.0,57.0,26.0
20230406035000,VDS0023,20.0,67.3,22.0
20230406035500,VDS0023,15.0,66.0,22.0
20230406040000,VDS0023,25.0,66.5,22.0
20230406040500,VDS0023,22.0,65.7,22.0
20230406041000,VDS0023,17.0,58.0,25.0
20230406041500,VDS0023,29.0,62.7,24.0
20230406042000,VDS0023,26.0,66.6,22.0
20230406042500,VDS0023,23.0,61.7,24.0
20230406043000,VDS0023,26.0,58.8,25.0
20230406043500,VDS0023,34.0,61.3,24.0
20230406044000,VDS0023,19.0,52.0,28.0
20230406044500,VDS0023,47.0,59.3,25.0
20230406045000,VDS0023,30.0,58.5,25.0
20230406045500,VDS0023,36.0,59.0,25.0
20230406050000,VDS0023,36.0,64.8,23.0
20230406050500,VDS0023,46.0,58.6,25.0
20230406051000,VDS0023,35.0,61.1,24.0
20230406051500,VDS0023,50.0,62.9,23.0
20230406052000,VDS0023,44.0,72.7,20.0
20230406052500,VDS0023,51.0,57.1,26.0
20230406053000,VDS0023,45.0,60.5,24.0
20230406053500,VDS0023,55.0,58.1,25.0
20230406054000,VDS0023,47.0,55.6,27.0
20230406054500,VDS0023,67.0,63.5,23.0
20230406055000,VDS0023,64.0,59.6,25.0
20230406055500,VDS0023,55.0,55.6,27.0
20230406060000,VDS0023,94.0,57.4,26.0
20230406060500,VDS0023,74.0,59.6,25.0
20230406061000,VDS0023,80.0,61.5,24.0
20230406061500,VDS0023,82.0,61.1,24.0
20230406062000,VDS0023,105.0,59.7,25.0
20230406062500,VDS0023,119.0,56.0,26.0
20230406063000,VDS0023,128.0,62.6,24.0
20230406063500,VDS0023,102.0,64.3,23.0
20230406064000,VDS0023,137.0,60.5,24.0
20230406064500,VDS0023,142.0,61.5,24.0
20230406065000,VDS0023,124.0,62.0,24.0
20230406065500,VDS0023,139.0,59.8,25.0
20230406070000,VDS0023,160.0,59.7,25.0
20230406070500,VDS0023,159.0,63.3,23.0
20230406071000,VDS0023,175.0,58.7,25.0
20230406071500,VDS0023,263.0,58.7,25.0
20230406072000,VDS0023,223.0,61.3,24.0
20230406072500,VDS0023,273.0,56.6,26.0
20230406073000,VDS0023,306.0,56.0,26.0
20230406073500,VDS0023,242.0,55.4,27.0
20230406074000,VDS0023,335.0,54.5,27.0
20230406074500,VDS0023,308.0,57.2,26.0
20230406075000,VDS0023,341.0,53.8,27.0
20230406075500,VDS0023,355.0,48.3,31.0
20230406080000,VDS0023,323.0,40.8,36.0
20230406080500,VDS0023,292.0,32.7,45.0
20230406081000,VDS0023,318.0,32.6,45.0
20230406081500,VDS0023,302.0,25.2,59.0
20230406082000,VDS0023,275.0,27.6,53.0
20230406082500,VDS0023,292.0,27.9,53.0
20230406083000,VDS0023,309.0,26.7,55.0
20230406083500,VDS0023,261.0,26.1,57.0
20230406084000,VDS0023,258.0,37.8,39.0
20230406084500,VDS0023,272.0,52.7,28.0
20230406085000,VDS0023,234.0,53.8,27.0
20230406085500,VDS0023,272.0,56.1,26.0
20230406090000,VDS0023,289.0,57.9,25.0
20230406090500,VDS0023,246.0,53.0,28.0
20230406091000,VDS0023,276.0,57.5,26.0
20230406091500,VDS0023,255.0,56.8,26.0
20230406092000,VDS0023,238.0,57.0,26.0
20230406092500,VDS0023,268.0,62.5,24.0
20230406093000,VDS0023,243.0,56.4,26.0
20230406093500,VDS0023,292.0,51.4,29.0
20230406094000,VDS0023,288.0,57.5,26.0
20230406094500,VDS0023,269.0,56.8,26.0
20230406095000,VDS0023,248.0,60.8,24.0
20230406095500,VDS0023,293.0,52.6,28.0
20230406100000,VDS0023,261.0,55.3,27.0
20230406100500,VDS0023,255.0,54.6,27.0
20230406101000,VDS0023,262.0,55.2,27.0
20230406101500,VDS0023,256.0,57.1,26.0
20230406102000,VDS0023,241.0,55.4,27.0
20230406102500,VDS0023,265.0,54.1,27.0
20230406103000,VDS0023,262.0,55.5,27.0
20230406103500,VDS0023,243.0,50.3,29.0
20230406104000,VDS0023,262.0,54.4,27.0
20230406104500,VDS0023,252.0,55.1,27.0
20230406105000,VDS0023,230.0,57.6,26.0
20230406105500,VDS0023,257.0,57.6,26.0
20230406110000,VDS0023,236.0,56.2,26.0
20230406110500,VDS0023,250.0,53.8,27.0
20230406111000,VDS0023,277.0,54.6,27.0
20230406111500,VDS0023,278.0,48.5,30.0
20230406112000,VDS0023,234.0,55.5,27.0
20230406112500,VDS0023,245.0,55.3,27.0
20230406113000,VDS0023,219.0,56.6,26.0
20230406113500,VDS0023,216.0,52.9,28.0
20230406114000,VDS0023,255.0,54.4,27.0
20230406114500,VDS0023,261.0,56.5,26.0
20230406115000,VDS0023,217.0,57.1,26.0
20230406115500,VDS0023,238.0,52.8,28.0
20230406120000,VDS0023,242.0,59.2,25.0
20230406120500,VDS0023,235.0,55.1,27.0
20230406121000,VDS0023,257.0,54.4,27.0
20230406121500,VDS0023,264.0,53.0,28.0
20230406122000,VDS0023,212.0,50.6,29.0
20230406122500,VDS0023,227.0,53.9,27.0
20230406123000,VDS0023,260.0,54.7,27.0
20230406123500,VDS0023,227.0,55.1,27.0
20230406124000,VDS0023,267.0,55.4,27.0
20230406124500,VDS0023,244.0,55.3,27.0
20230406125000,VDS0023,215.0,56.1,26.0
20230406125500,VDS0023,256.0,55.6,27.0
20230406130000,VDS0023,262.0,55.1,27.0
20230406130500,VDS0023,244.0,53.8,27.0
20230406131000,VDS0023,293.0,53.8,27.0
20230406131500,VDS0023,262.0,52.3,28.0
20230406132000,VDS0023,237.0,55.1,27.0
20230406132500,VDS0023,130.0,51.6,29.0
20230406133000,VDS0023,262.0,53.2,28.0
20230406133500,VDS0023,240.0,51.7,29.0
20230406134000,VDS0023,298.0,52.5,28.0
20230406134500,VDS0023,285.0,52.4,28.0
20230406135000,VDS0023,233.0,53.8,27.0
20230406135500,VDS0023,322.0,51.5,29.0
20230406140000,VDS0023,283.0,52.1,28.0
20230406140500,VDS0023,243.0,53.1,28.0
20230406141000,VDS0023,303.0,53.7,27.0
20230406141500,VDS0023,272.0,54.0,27.0
20230406142000,VDS0023,244.0,52.8,28.0
20230406142500,VDS0023,303.0,51.7,29.0
20230406143000,VDS0023,285.0,54.3,27.0
20230406143500,VDS0023,268.0,53.4,28.0
20230406144000,VDS0023,279.0,53.1,28.0
20230406144500,VDS0023,299.0,54.6,27.0
20230406145000,VDS0023,265.0,51.9,28.0
20230406145500,VDS0023,302.0,53.2,28.0
20230406150000,VDS0023,290.0,53.2,28.0
20230406150500,VDS0023,269.0,54.4,27.0
20230406151000,VDS0023,298.0,52.2,28.0
20230406151500,VDS0023,286.0,54.7,27.0
20230406152000,VDS0023,230.0,53.4,28.0
20230406152500,VDS0023,289.0,52.7,28.0
20230406153000,VDS0023,287.0,51.7,29.0
20230406153500,VDS0023,261.0,52.3,28.0
20230406154000,VDS0023,292.0,53.0,28.0
20230406154500,VDS0023,297.0,54.4,27.0
20230406155000,VDS0023,261.0,53.7,27.0
20230406155500,VDS0023,303.0,53.7,27.0
20230406160000,VDS0023,289.0,53.8,27.0
20230406160500,VDS0023,303.0,54.6,27.0
20230406161000,VDS0023,346.0,51.0,29.0
20230406161500,VDS0023,329.0,52.1,28.0
20230406162000,VDS0023,285.0,55.3,27.0
20230406162500,VDS0023,314.0,52.4,28.0
20230406163000,VDS0023,299.0,52.3,28.0
20230406163500,VDS0023,285.0,55.6,27.0
20230406164000,VDS0023,313.0,54.9,27.0
20230406164500,VDS0023,310.0,54.6,27.0
20230406165000,VDS0023,286.0,53.4,28.0
20230406165500,VDS0023,333.0,52.7,28.0
20230406170000,VDS0023,324.0,53.0,28.0
20230406170500,VDS0023,299.0,53.4,28.0
20230406171000,VDS0023,343.0,54.6,27.0
20230406171500,VDS0023,309.0,53.5,28.0
20230406172000,VDS0023,301.0,53.0,28.0
20230406172500,VDS0023,344.0,54.6,27.0
20230406173000,VDS0023,324.0,53.4,28.0
20230406173500,VDS0023,281.0,54.9,27.0
20230406174000,VDS0023,342.0,53.8,27.0
20230406174500,VDS0023,316.0,52.7,28.0
20230406175000,VDS0023,319.0,51.9,28.0
20230406175500,VDS0023,402.0,51.5,29.0
20230406180000,VDS0023,360.0,51.7,29.0
20230406180500,VDS0023,416.0,49.4,30.0
20230406181000,VDS0023,346.0,48.9,30.0
20230406181500,VDS0023,333.0,35.5,42.0
20230406182000,VDS0023,367.0,36.8,40.0
20230406182500,VDS0023,376.0,33.6,44.0
20230406183000,VDS0023,325.0,41.6,35.0
20230406183500,VDS0023,354.0,41.5,36.0
20230406184000,VDS0023,262.0,49.9,30.0
20230406184500,VDS0023,348.0,52.0,28.0
20230406185000,VDS0023,275.0,53.2,28.0
20230406185500,VDS0023,298.0,55.2,27.0
20230406190000,VDS0023,265.0,53.2,28.0
20230406190500,VDS0023,270.0,51.3,29.0
20230406191000,VDS0023,314.0,50.5,29.0
20230406191500,VDS0023,272.0,50.6,29.0
20230406192000,VDS0023,283.0,52.8,28.0
20230406192500,VDS0023,283.0,49.7,30.0
20230406193000,VDS0023,285.0,49.2,30.0
20230406193500,VDS0023,216.0,54.1,27.0
20230406194000,VDS0023,252.0,53.6,28.0
20230406194500,VDS0023,210.0,53.3,28.0
20230406195000,VDS0023,180.0,55.1,27.0
20230406195500,VDS0023,199.0,51.4,29.0
20230406200000,VDS0023,199.0,56.4,26.0
20230406200500,VDS0023,173.0,54.9,27.0
20230406201000,VDS0023,209.0,53.0,28.0
20230406201500,VDS0023,219.0,51.5,29.0
20230406202000,VDS0023,176.0,53.4,28.0
20230406202500,VDS0023,203.0,51.5,29.0
20230406203000,VDS0023,217.0,51.3,29.0
20230406203500,VDS0023,192.0,49.8,30.0
20230406204000,VDS0023,241.0,53.9,27.0
20230406204500,VDS0023,202.0,54.2,27.0
20230406205000,VDS0023,166.0,54.4,27.0
20230406205500,VDS0023,203.0,49.5,30.0
20230406210000,VDS0023,226.0,51.6,29.0
20230406210500,VDS0023,177.0,52.2,28.0
20230406211000,VDS0023,214.0,49.0,30.0
20230406211500,VDS0023,230.0,49.7,30.0
20230406212000,VDS0023,166.0,48.8,30.0
20230406212500,VDS0023,203.0,49.2,30.0
20230406213000,VDS0023,220.0,50.6,29.0
20230406213500,VDS0023,206.0,49.6,30.0
20230406214000,VDS0023,243.0,47.7,31.0
20230406214500,VDS0023,197.0,48.6,30.0
20230406215000,VDS0023,147.0,52.3,28.0
20230406215500,VDS0023,177.0,50.5,29.0
20230406220000,VDS0023,199.0,50.1,29.0
20230406220500,VDS0023,167.0,54.4,27.0
20230406221000,VDS0023,197.0,52.6,28.0
20230406221500,VDS0023,178.0,52.5,28.0
20230406222000,VDS0023,114.0,54.2,27.0
20230406222500,VDS0023,162.0,56.4,26.0
20230406223000,VDS0023,153.0,54.7,27.0
20230406223500,VDS0023,131.0,55.1,27.0
20230406224000,VDS0023,122.0,56.1,26.0
20230406224500,VDS0023,145.0,58.1,25.0
20230406225000,VDS0023,93.0,60.8,24.0
20230406225500,VDS0023,128.0,56.5,26.0
20230406230000,VDS0023,115.0,62.6,24.0
20230406230500,VDS0023,126.0,58.3,25.0
20230406231000,VDS0023,98.0,64.0,23.0
20230406231500,VDS0023,99.0,60.0,25.0
20230406232000,VDS0023,100.0,64.4,23.0
20230406232500,VDS0023,86.0,56.9,26.0
20230406233000,VDS0023,97.0,61.1,24.0
20230406233500,VDS0023,77.0,59.7,25.0
20230406234000,VDS0023,79.0,58.7,25.0
20230406234500,VDS0023,81.0,66.5,22.0
20230406235000,VDS0023,86.0,62.2,24.0
20230406235500,VDS0023,66.0,57.2,26.0
20230406000000,VDS0103,4.0,47.5,25.0
20230406000500,VDS0103,6.0,61.6,19.0
20230406001000,VDS0103,5.0,55.0,22.0
20230406001500,VDS0103,4.0,59.8,20.0
